Date,County,Vehicle Primary Use,BEV Registered,PHEV Registerd,EV Total,Non-EV Total,Total Vehicles,Percent EV
1/31/2017,Ferry,Passenger,2,1,3,4386,4389,0.07
2/28/2017,Ferry,Passenger,2,1,3,4391,4394,0.07
2/28/2017,Ferry,Truck,0,0,0,3562,3562,0
3/31/2017,Ferry,Passenger,2,1,3,4386,4389,0.07
3/31/2017,Ferry,Truck,0,0,0,3554,3554,0
4/30/2017,Ferry,Passenger,2,1,3,4397,4400,0.07
4/30/2017,Ferry,Truck,0,0,0,3549,3549,0
5/31/2017,Ferry,Truck,0,0,0,3544,3544,0
5/31/2017,Ferry,Passenger,1,1,2,4409,4411,0.05
6/30/2017,Ferry,Truck,0,0,0,3537,3537,0
6/30/2017,Ferry,Passenger,1,1,2,4394,4396,0.05
7/31/2017,Ferry,Passenger,1,1,2,4400,4402,0.05
7/31/2017,Ferry,Truck,0,0,0,3526,3526,0
8/31/2017,Ferry,Truck,0,0,0,3532,3532,0
8/31/2017,Ferry,Passenger,1,1,2,4396,4398,0.05
9/30/2017,Ferry,Passenger,1,1,2,4380,4382,0.05
9/30/2017,Ferry,Truck,0,0,0,3538,3538,0
10/31/2017,Ferry,Truck,0,0,0,3549,3549,0
10/31/2017,Ferry,Passenger,1,1,2,4396,4398,0.05
11/30/2017,Ferry,Passenger,1,3,4,4408,4412,0.09
11/30/2017,Ferry,Truck,0,0,0,3544,3544,0
12/31/2017,Ferry,Passenger,1,3,4,4402,4406,0.09
12/31/2017,Ferry,Truck,0,0,0,3522,3522,0
1/31/2018,Ferry,Passenger,1,3,4,4408,4412,0.09
1/31/2018,Ferry,Truck,0,0,0,3543,3543,0
2/28/2018,Ferry,Passenger,1,3,4,4397,4401,0.09
2/28/2018,Ferry,Truck,0,0,0,3527,3527,0
3/31/2018,Ferry,Passenger,1,3,4,4405,4409,0.09
3/31/2018,Ferry,Truck,0,0,0,3504,3504,0
4/30/2018,Ferry,Truck,0,0,0,3499,3499,0
4/30/2018,Ferry,Passenger,2,3,5,4415,4420,0.11
5/31/2018,Ferry,Truck,0,0,0,3504,3504,0
5/31/2018,Ferry,Passenger,2,3,5,4418,4423,0.11
6/30/2018,Ferry,Passenger,3,3,6,4426,4432,0.14
6/30/2018,Ferry,Truck,0,0,0,3513,3513,0
7/31/2018,Ferry,Passenger,3,3,6,4425,4431,0.14
7/31/2018,Ferry,Truck,0,0,0,3536,3536,0
8/31/2018,Ferry,Truck,0,0,0,3552,3552,0
8/31/2018,Ferry,Passenger,2,2,4,4421,4425,0.09
9/30/2018,Ferry,Passenger,2,2,4,4407,4411,0.09
9/30/2018,Ferry,Truck,0,0,0,3561,3561,0
10/31/2018,Ferry,Truck,0,0,0,3567,3567,0
10/31/2018,Ferry,Passenger,3,2,5,4407,4412,0.11
11/30/2018,Ferry,Truck,0,0,0,3583,3583,0
11/30/2018,Ferry,Passenger,3,2,5,4384,4389,0.11
12/31/2018,Ferry,Passenger,3,2,5,4384,4389,0.11
12/31/2018,Ferry,Truck,0,0,0,3586,3586,0
1/31/2019,Ferry,Truck,0,0,0,3591,3591,0
1/31/2019,Ferry,Passenger,3,2,5,4389,4394,0.11
2/28/2019,Ferry,Passenger,3,2,5,4378,4383,0.11
2/28/2019,Ferry,Truck,0,0,0,3593,3593,0
3/31/2019,Ferry,Passenger,3,2,5,4363,4368,0.11
3/31/2019,Ferry,Truck,0,0,0,3595,3595,0
4/30/2019,Ferry,Passenger,4,2,6,4371,4377,0.14
4/30/2019,Ferry,Truck,0,0,0,3593,3593,0
5/31/2019,Ferry,Passenger,5,2,7,4381,4388,0.16
5/31/2019,Ferry,Truck,0,0,0,3590,3590,0
6/30/2019,Ferry,Truck,0,0,0,3571,3571,0
6/30/2019,Ferry,Passenger,5,2,7,4388,4395,0.16
7/31/2019,Ferry,Truck,0,0,0,3581,3581,0
7/31/2019,Ferry,Passenger,5,2,7,4399,4406,0.16
8/31/2019,Ferry,Truck,0,0,0,3579,3579,0
8/31/2019,Ferry,Passenger,5,2,7,4414,4421,0.16
9/30/2019,Ferry,Truck,0,0,0,3583,3583,0
9/30/2019,Ferry,Passenger,5,2,7,4423,4430,0.16
10/31/2019,Ferry,Truck,0,0,0,3575,3575,0
10/31/2019,Ferry,Passenger,5,2,7,4425,4432,0.16
11/30/2019,Ferry,Passenger,5,2,7,4414,4421,0.16
11/30/2019,Ferry,Truck,0,0,0,3581,3581,0
12/31/2019,Ferry,Passenger,5,2,7,4398,4405,0.16
12/31/2019,Ferry,Truck,0,0,0,3580,3580,0
1/31/2020,Ferry,Passenger,5,2,7,4381,4388,0.16
1/31/2020,Ferry,Truck,0,0,0,3586,3586,0
2/29/2020,Ferry,Passenger,5,2,7,4373,4380,0.16
2/29/2020,Ferry,Truck,0,0,0,3581,3581,0
3/31/2020,Ferry,Passenger,5,3,8,4365,4373,0.18
3/31/2020,Ferry,Truck,0,0,0,3564,3564,0
4/30/2020,Ferry,Passenger,5,3,8,4331,4339,0.18
4/30/2020,Ferry,Truck,0,0,0,3541,3541,0
5/31/2020,Ferry,Passenger,5,3,8,4331,4339,0.18
5/31/2020,Ferry,Truck,0,0,0,3538,3538,0
6/30/2020,Ferry,Passenger,5,3,8,4330,4338,0.18
6/30/2020,Ferry,Truck,0,0,0,3553,3553,0
7/31/2020,Ferry,Truck,0,0,0,3566,3566,0
7/31/2020,Ferry,Passenger,7,3,10,4330,4340,0.23
8/31/2020,Ferry,Truck,0,0,0,3580,3580,0
8/31/2020,Ferry,Passenger,7,3,10,4309,4319,0.23
9/30/2020,Ferry,Passenger,8,3,11,4305,4316,0.25
9/30/2020,Ferry,Truck,0,0,0,3580,3580,0
10/31/2020,Ferry,Passenger,8,3,11,4351,4362,0.25
10/31/2020,Ferry,Truck,0,0,0,3595,3595,0
11/30/2020,Ferry,Truck,0,0,0,3596,3596,0
11/30/2020,Ferry,Passenger,8,3,11,4347,4358,0.25
12/31/2020,Ferry,Truck,0,0,0,3605,3605,0
12/31/2020,Ferry,Passenger,9,3,12,4361,4373,0.27
1/31/2021,Ferry,Passenger,9,3,12,4341,4353,0.28
1/31/2021,Ferry,Truck,0,0,0,3604,3604,0
2/28/2021,Ferry,Passenger,10,3,13,4332,4345,0.3
2/28/2021,Ferry,Truck,0,0,0,3622,3622,0
3/31/2021,Ferry,Truck,0,0,0,3622,3622,0
3/31/2021,Ferry,Passenger,10,3,13,4349,4362,0.3
4/30/2021,Ferry,Passenger,10,3,13,4406,4419,0.29
4/30/2021,Ferry,Truck,0,0,0,3648,3648,0
5/31/2021,Ferry,Truck,0,0,0,3660,3660,0
5/31/2021,Ferry,Passenger,9,3,12,4373,4385,0.27
6/30/2021,Ferry,Truck,0,0,0,3641,3641,0
6/30/2021,Ferry,Passenger,9,3,12,4373,4385,0.27
7/31/2021,Ferry,Truck,0,0,0,3646,3646,0
7/31/2021,Ferry,Passenger,9,3,12,4379,4391,0.27
8/31/2021,Ferry,Truck,0,0,0,3632,3632,0
8/31/2021,Ferry,Passenger,9,3,12,4389,4401,0.27
9/30/2021,Ferry,Passenger,10,3,13,4403,4416,0.29
9/30/2021,Ferry,Truck,0,0,0,3592,3592,0
10/31/2021,Ferry,Truck,0,0,0,3592,3592,0
10/31/2021,Ferry,Passenger,11,3,14,4446,4460,0.31
11/30/2021,Ferry,Truck,0,0,0,3600,3600,0
11/30/2021,Ferry,Passenger,13,3,16,4457,4473,0.36
12/31/2021,Ferry,Truck,0,0,0,3596,3596,0
12/31/2021,Ferry,Passenger,14,3,17,4442,4459,0.38
1/31/2022,Ferry,Truck,0,0,0,3582,3582,0
1/31/2022,Ferry,Passenger,14,3,17,4436,4453,0.38
2/28/2022,Ferry,Truck,0,0,0,3567,3567,0
2/28/2022,Ferry,Passenger,15,3,18,4443,4461,0.4
3/31/2022,Ferry,Passenger,17,3,20,4431,4451,0.45
3/31/2022,Ferry,Truck,0,0,0,3571,3571,0
4/30/2022,Ferry,Truck,0,0,0,3569,3569,0
4/30/2022,Ferry,Passenger,19,4,23,4407,4430,0.52
5/31/2022,Ferry,Passenger,20,4,24,4435,4459,0.54
5/31/2022,Ferry,Truck,0,0,0,3570,3570,0
6/30/2022,Ferry,Truck,0,0,0,3578,3578,0
6/30/2022,Ferry,Passenger,19,4,23,4410,4433,0.52
7/31/2022,Ferry,Truck,0,0,0,3568,3568,0
7/31/2022,Ferry,Passenger,21,4,25,4379,4404,0.57
8/31/2022,Ferry,Truck,0,0,0,3587,3587,0
8/31/2022,Ferry,Passenger,20,4,24,4398,4422,0.54
9/30/2022,Ferry,Passenger,22,4,26,4400,4426,0.59
9/30/2022,Ferry,Truck,0,0,0,3617,3617,0
10/31/2022,Ferry,Passenger,24,4,28,4382,4410,0.63
10/31/2022,Ferry,Truck,0,0,0,3590,3590,0
11/30/2022,Ferry,Truck,0,0,0,3573,3573,0
11/30/2022,Ferry,Passenger,24,4,28,4366,4394,0.64
12/31/2022,Ferry,Truck,0,0,0,3536,3536,0
12/31/2022,Ferry,Passenger,24,4,28,4334,4362,0.64
1/31/2023,Ferry,Truck,0,0,0,3535,3535,0
1/31/2023,Ferry,Passenger,24,4,28,4334,4362,0.64
2/28/2023,Ferry,Passenger,22,4,26,4320,4346,0.6
2/28/2023,Ferry,Truck,0,0,0,3544,3544,0
3/31/2023,Ferry,Passenger,20,4,24,4302,4326,0.55
3/31/2023,Ferry,Truck,0,0,0,3534,3534,0
4/30/2023,Ferry,Passenger,20,4,24,4289,4313,0.56
4/30/2023,Ferry,Truck,0,0,0,3511,3511,0
5/31/2023,Ferry,Passenger,21,4,25,4227,4252,0.59
5/31/2023,Ferry,Truck,0,0,0,3468,3468,0
1/31/2017,Franklin,Passenger,27,42,69,55402,55471,0.12
1/31/2017,Franklin,Truck,0,0,0,17912,17912,0
2/28/2017,Franklin,Truck,0,0,0,17907,17907,0
2/28/2017,Franklin,Passenger,26,42,68,55221,55289,0.12
3/31/2017,Franklin,Truck,0,0,0,17959,17959,0
3/31/2017,Franklin,Passenger,26,47,73,55311,55384,0.13
4/30/2017,Franklin,Truck,0,0,0,17995,17995,0
4/30/2017,Franklin,Passenger,27,47,74,55348,55422,0.13
5/31/2017,Franklin,Passenger,28,44,72,55459,55531,0.13
5/31/2017,Franklin,Truck,0,0,0,18090,18090,0
6/30/2017,Franklin,Passenger,26,45,71,55614,55685,0.13
6/30/2017,Franklin,Truck,0,0,0,18122,18122,0
7/31/2017,Franklin,Passenger,26,47,73,55734,55807,0.13
7/31/2017,Franklin,Truck,0,0,0,18175,18175,0
8/31/2017,Franklin,Truck,0,0,0,18234,18234,0
8/31/2017,Franklin,Passenger,27,48,75,55926,56001,0.13
9/30/2017,Franklin,Truck,0,0,0,18248,18248,0
9/30/2017,Franklin,Passenger,29,48,77,56178,56255,0.14
10/31/2017,Franklin,Passenger,31,49,80,56505,56585,0.14
10/31/2017,Franklin,Truck,0,0,0,18324,18324,0
11/30/2017,Franklin,Passenger,31,48,79,56678,56757,0.14
11/30/2017,Franklin,Truck,0,0,0,18414,18414,0
12/31/2017,Franklin,Truck,0,0,0,18491,18491,0
12/31/2017,Franklin,Passenger,30,50,80,56857,56937,0.14
1/31/2018,Franklin,Passenger,31,51,82,57009,57091,0.14
1/31/2018,Franklin,Truck,0,0,0,18562,18562,0
2/28/2018,Franklin,Passenger,32,51,83,57004,57087,0.15
2/28/2018,Franklin,Truck,0,0,0,18576,18576,0
3/31/2018,Franklin,Passenger,34,55,89,57209,57298,0.16
3/31/2018,Franklin,Truck,0,0,0,18616,18616,0
4/30/2018,Franklin,Passenger,37,59,96,57400,57496,0.17
4/30/2018,Franklin,Truck,0,0,0,18596,18596,0
5/31/2018,Franklin,Truck,0,0,0,18643,18643,0
5/31/2018,Franklin,Passenger,38,63,101,57690,57791,0.17
6/30/2018,Franklin,Passenger,39,66,105,57855,57960,0.18
6/30/2018,Franklin,Truck,0,0,0,18662,18662,0
7/31/2018,Franklin,Truck,0,0,0,18740,18740,0
7/31/2018,Franklin,Passenger,38,66,104,58173,58277,0.18
8/31/2018,Franklin,Truck,0,0,0,18794,18794,0
8/31/2018,Franklin,Passenger,36,65,101,58368,58469,0.17
9/30/2018,Franklin,Passenger,37,65,102,58508,58610,0.17
9/30/2018,Franklin,Truck,0,0,0,18876,18876,0
10/31/2018,Franklin,Truck,0,0,0,18952,18952,0
10/31/2018,Franklin,Passenger,35,66,101,58747,58848,0.17
11/30/2018,Franklin,Passenger,38,64,102,58939,59041,0.17
11/30/2018,Franklin,Truck,0,0,0,18987,18987,0
12/31/2018,Franklin,Passenger,45,66,111,59120,59231,0.19
12/31/2018,Franklin,Truck,0,0,0,19057,19057,0
1/31/2019,Franklin,Passenger,49,68,117,59320,59437,0.2
1/31/2019,Franklin,Truck,0,0,0,19128,19128,0
2/28/2019,Franklin,Passenger,50,70,120,59295,59415,0.2
2/28/2019,Franklin,Truck,0,0,0,19116,19116,0
3/31/2019,Franklin,Passenger,52,68,120,59367,59487,0.2
3/31/2019,Franklin,Truck,0,0,0,19137,19137,0
4/30/2019,Franklin,Truck,0,0,0,19219,19219,0
4/30/2019,Franklin,Passenger,53,67,120,59463,59583,0.2
5/31/2019,Franklin,Truck,0,0,0,19252,19252,0
5/31/2019,Franklin,Passenger,52,70,122,59782,59904,0.2
6/30/2019,Franklin,Truck,0,0,0,19272,19272,0
6/30/2019,Franklin,Passenger,52,70,122,59908,60030,0.2
7/31/2019,Franklin,Passenger,53,71,124,60144,60268,0.21
7/31/2019,Franklin,Truck,0,0,0,19369,19369,0
8/31/2019,Franklin,Passenger,51,72,123,60232,60355,0.2
8/31/2019,Franklin,Truck,0,0,0,19494,19494,0
9/30/2019,Franklin,Passenger,51,73,124,60363,60487,0.21
9/30/2019,Franklin,Truck,0,0,0,19536,19536,0
10/31/2019,Franklin,Truck,0,0,0,19656,19656,0
10/31/2019,Franklin,Passenger,53,76,129,60628,60757,0.21
11/30/2019,Franklin,Passenger,53,75,128,60785,60913,0.21
11/30/2019,Franklin,Truck,0,0,0,19729,19729,0
12/31/2019,Franklin,Truck,0,0,0,19780,19780,0
12/31/2019,Franklin,Passenger,54,76,130,60982,61112,0.21
1/31/2020,Franklin,Truck,0,0,0,19852,19852,0
1/31/2020,Franklin,Passenger,57,76,133,61093,61226,0.22
2/29/2020,Franklin,Passenger,58,76,134,61129,61263,0.22
2/29/2020,Franklin,Truck,0,0,0,19898,19898,0
3/31/2020,Franklin,Truck,0,0,0,19902,19902,0
3/31/2020,Franklin,Passenger,58,77,135,61019,61154,0.22
4/30/2020,Franklin,Passenger,58,76,134,60735,60869,0.22
4/30/2020,Franklin,Truck,0,0,0,19845,19845,0
5/31/2020,Franklin,Truck,0,0,0,19870,19870,0
5/31/2020,Franklin,Passenger,58,75,133,60576,60709,0.22
6/30/2020,Franklin,Passenger,60,76,136,60647,60783,0.22
6/30/2020,Franklin,Truck,0,0,0,19973,19973,0
7/31/2020,Franklin,Passenger,65,79,144,60783,60927,0.24
7/31/2020,Franklin,Truck,0,0,0,20096,20096,0
8/31/2020,Franklin,Passenger,66,77,143,60798,60941,0.23
8/31/2020,Franklin,Truck,0,0,0,20188,20188,0
9/30/2020,Franklin,Passenger,68,76,144,60931,61075,0.24
9/30/2020,Franklin,Truck,0,0,0,20290,20290,0
10/31/2020,Franklin,Passenger,73,78,151,61106,61257,0.25
10/31/2020,Franklin,Truck,0,0,0,20375,20375,0
11/30/2020,Franklin,Truck,0,0,0,20380,20380,0
11/30/2020,Franklin,Passenger,78,80,158,61172,61330,0.26
12/31/2020,Franklin,Truck,0,0,0,20435,20435,0
12/31/2020,Franklin,Passenger,85,83,168,61374,61542,0.27
1/31/2021,Franklin,Passenger,89,85,174,61506,61680,0.28
1/31/2021,Franklin,Truck,0,0,0,20493,20493,0
2/28/2021,Franklin,Truck,0,0,0,20512,20512,0
2/28/2021,Franklin,Passenger,92,87,179,61613,61792,0.29
3/31/2021,Franklin,Passenger,100,88,188,61674,61862,0.3
3/31/2021,Franklin,Truck,0,0,0,20610,20610,0
4/30/2021,Franklin,Truck,0,0,0,20685,20685,0
4/30/2021,Franklin,Passenger,109,95,204,61954,62158,0.33
5/31/2021,Franklin,Passenger,117,95,212,61966,62178,0.34
5/31/2021,Franklin,Truck,0,0,0,20655,20655,0
6/30/2021,Franklin,Passenger,123,97,220,62024,62244,0.35
6/30/2021,Franklin,Truck,0,0,0,20699,20699,0
7/31/2021,Franklin,Passenger,134,97,231,62064,62295,0.37
7/31/2021,Franklin,Truck,0,0,0,20727,20727,0
8/31/2021,Franklin,Truck,0,0,0,20720,20720,0
8/31/2021,Franklin,Passenger,139,99,238,61959,62197,0.38
9/30/2021,Franklin,Passenger,138,100,238,62131,62369,0.38
9/30/2021,Franklin,Truck,0,0,0,20719,20719,0
10/31/2021,Franklin,Truck,0,0,0,20774,20774,0
10/31/2021,Franklin,Passenger,144,102,246,62087,62333,0.39
11/30/2021,Franklin,Truck,0,0,0,20783,20783,0
11/30/2021,Franklin,Passenger,153,103,256,62285,62541,0.41
12/31/2021,Franklin,Passenger,161,104,265,62314,62579,0.42
12/31/2021,Franklin,Truck,0,0,0,20852,20852,0
1/31/2022,Franklin,Passenger,168,101,269,62161,62430,0.43
1/31/2022,Franklin,Truck,0,0,0,20892,20892,0
2/28/2022,Franklin,Passenger,174,102,276,62083,62359,0.44
2/28/2022,Franklin,Truck,0,0,0,20926,20926,0
3/31/2022,Franklin,Passenger,178,106,284,62095,62379,0.46
3/31/2022,Franklin,Truck,0,0,0,20941,20941,0
4/30/2022,Franklin,Passenger,178,105,283,62010,62293,0.45
4/30/2022,Franklin,Truck,0,0,0,20943,20943,0
5/31/2022,Franklin,Passenger,180,110,290,62038,62328,0.47
5/31/2022,Franklin,Truck,0,0,0,20928,20928,0
6/30/2022,Franklin,Passenger,185,109,294,62015,62309,0.47
6/30/2022,Franklin,Truck,0,0,0,20903,20903,0
7/31/2022,Franklin,Passenger,202,110,312,61880,62192,0.5
7/31/2022,Franklin,Truck,1,0,1,20877,20878,0
8/31/2022,Franklin,Passenger,223,113,336,61978,62314,0.54
8/31/2022,Franklin,Truck,2,0,2,20905,20907,0.01
9/30/2022,Franklin,Truck,2,0,2,20928,20930,0.01
9/30/2022,Franklin,Passenger,231,112,343,61951,62294,0.55
10/31/2022,Franklin,Passenger,239,113,352,61820,62172,0.57
10/31/2022,Franklin,Truck,2,0,2,20869,20871,0.01
11/30/2022,Franklin,Passenger,246,118,364,61773,62137,0.59
11/30/2022,Franklin,Truck,3,0,3,20923,20926,0.01
12/31/2022,Franklin,Passenger,252,121,373,61705,62078,0.6
12/31/2022,Franklin,Truck,4,0,4,20931,20935,0.02
1/31/2023,Franklin,Passenger,262,125,387,61717,62104,0.62
1/31/2023,Franklin,Truck,4,0,4,20904,20908,0.02
2/28/2023,Franklin,Truck,4,0,4,20862,20866,0.02
2/28/2023,Franklin,Passenger,274,129,403,61627,62030,0.65
3/31/2023,Franklin,Truck,5,0,5,20700,20705,0.02
3/31/2023,Franklin,Passenger,282,129,411,61414,61825,0.66
4/30/2023,Franklin,Passenger,296,132,428,61056,61484,0.7
4/30/2023,Franklin,Truck,4,0,4,20555,20559,0.02
5/31/2023,Franklin,Truck,4,0,4,20211,20215,0.02
5/31/2023,Franklin,Passenger,295,135,430,60244,60674,0.71
1/31/2017,Garfield,Truck,0,0,0,941,941,0
1/31/2017,Garfield,Passenger,0,0,0,1285,1285,0
2/28/2017,Garfield,Passenger,0,0,0,1290,1290,0
2/28/2017,Garfield,Truck,0,0,0,934,934,0
3/31/2017,Garfield,Passenger,0,0,0,1283,1283,0
3/31/2017,Garfield,Truck,0,0,0,940,940,0
4/30/2017,Garfield,Truck,0,0,0,938,938,0
4/30/2017,Garfield,Passenger,0,0,0,1283,1283,0
5/31/2017,Garfield,Truck,0,0,0,932,932,0
5/31/2017,Garfield,Passenger,0,0,0,1288,1288,0
6/30/2017,Garfield,Truck,0,0,0,940,940,0
6/30/2017,Garfield,Passenger,0,0,0,1296,1296,0
7/31/2017,Garfield,Truck,0,0,0,926,926,0
7/31/2017,Garfield,Passenger,0,0,0,1297,1297,0
8/31/2017,Garfield,Truck,0,0,0,932,932,0
8/31/2017,Garfield,Passenger,1,0,1,1302,1303,0.08
9/30/2017,Garfield,Passenger,1,0,1,1295,1296,0.08
9/30/2017,Garfield,Truck,0,0,0,940,940,0
10/31/2017,Garfield,Passenger,1,0,1,1315,1316,0.08
10/31/2017,Garfield,Truck,0,0,0,943,943,0
11/30/2017,Garfield,Passenger,1,0,1,1313,1314,0.08
11/30/2017,Garfield,Truck,0,0,0,937,937,0
12/31/2017,Garfield,Passenger,1,0,1,1321,1322,0.08
12/31/2017,Garfield,Truck,0,0,0,943,943,0
1/31/2018,Garfield,Passenger,1,0,1,1329,1330,0.08
1/31/2018,Garfield,Truck,0,0,0,945,945,0
2/28/2018,Garfield,Truck,0,0,0,942,942,0
2/28/2018,Garfield,Passenger,1,0,1,1323,1324,0.08
3/31/2018,Garfield,Truck,0,0,0,952,952,0
3/31/2018,Garfield,Passenger,1,0,1,1330,1331,0.08
4/30/2018,Garfield,Passenger,1,0,1,1330,1331,0.08
4/30/2018,Garfield,Truck,0,0,0,950,950,0
5/31/2018,Garfield,Passenger,1,1,2,1326,1328,0.15
5/31/2018,Garfield,Truck,0,0,0,956,956,0
6/30/2018,Garfield,Truck,0,0,0,950,950,0
6/30/2018,Garfield,Passenger,1,1,2,1316,1318,0.15
7/31/2018,Garfield,Passenger,1,1,2,1320,1322,0.15
7/31/2018,Garfield,Truck,0,0,0,956,956,0
8/31/2018,Garfield,Passenger,1,1,2,1318,1320,0.15
8/31/2018,Garfield,Truck,0,0,0,956,956,0
9/30/2018,Garfield,Truck,0,0,0,966,966,0
9/30/2018,Garfield,Passenger,1,1,2,1320,1322,0.15
10/31/2018,Garfield,Truck,0,0,0,960,960,0
10/31/2018,Garfield,Passenger,1,1,2,1330,1332,0.15
11/30/2018,Garfield,Truck,0,0,0,964,964,0
11/30/2018,Garfield,Passenger,1,1,2,1331,1333,0.15
12/31/2018,Garfield,Truck,0,0,0,965,965,0
12/31/2018,Garfield,Passenger,1,1,2,1329,1331,0.15
1/31/2019,Garfield,Passenger,1,1,2,1332,1334,0.15
1/31/2019,Garfield,Truck,0,0,0,962,962,0
2/28/2019,Garfield,Truck,0,0,0,961,961,0
2/28/2019,Garfield,Passenger,1,1,2,1325,1327,0.15
3/31/2019,Garfield,Truck,0,0,0,954,954,0
3/31/2019,Garfield,Passenger,1,1,2,1311,1313,0.15
4/30/2019,Garfield,Passenger,1,1,2,1299,1301,0.15
4/30/2019,Garfield,Truck,0,0,0,958,958,0
5/31/2019,Garfield,Truck,0,0,0,954,954,0
5/31/2019,Garfield,Passenger,1,1,2,1294,1296,0.15
6/30/2019,Garfield,Truck,0,0,0,964,964,0
6/30/2019,Garfield,Passenger,1,1,2,1299,1301,0.15
7/31/2019,Garfield,Truck,0,0,0,961,961,0
7/31/2019,Garfield,Passenger,1,1,2,1300,1302,0.15
8/31/2019,Garfield,Truck,0,0,0,959,959,0
8/31/2019,Garfield,Passenger,0,1,1,1308,1309,0.08
9/30/2019,Garfield,Truck,0,0,0,970,970,0
9/30/2019,Garfield,Passenger,0,1,1,1312,1313,0.08
10/31/2019,Garfield,Passenger,0,1,1,1302,1303,0.08
10/31/2019,Garfield,Truck,0,0,0,963,963,0
11/30/2019,Garfield,Truck,0,0,0,965,965,0
11/30/2019,Garfield,Passenger,0,1,1,1305,1306,0.08
12/31/2019,Garfield,Passenger,0,1,1,1307,1308,0.08
12/31/2019,Garfield,Truck,0,0,0,969,969,0
1/31/2020,Garfield,Passenger,0,1,1,1322,1323,0.08
1/31/2020,Garfield,Truck,0,0,0,969,969,0
2/29/2020,Garfield,Truck,0,0,0,965,965,0
2/29/2020,Garfield,Passenger,0,1,1,1350,1351,0.07
3/31/2020,Garfield,Passenger,0,1,1,1351,1352,0.07
3/31/2020,Garfield,Truck,0,0,0,976,976,0
4/30/2020,Garfield,Passenger,0,1,1,1341,1342,0.07
4/30/2020,Garfield,Truck,0,0,0,968,968,0
5/31/2020,Garfield,Truck,0,0,0,967,967,0
5/31/2020,Garfield,Passenger,0,1,1,1348,1349,0.07
6/30/2020,Garfield,Truck,0,0,0,974,974,0
6/30/2020,Garfield,Passenger,0,1,1,1353,1354,0.07
7/31/2020,Garfield,Passenger,0,1,1,1352,1353,0.07
7/31/2020,Garfield,Truck,0,0,0,988,988,0
8/31/2020,Garfield,Truck,0,0,0,994,994,0
8/31/2020,Garfield,Passenger,0,1,1,1352,1353,0.07
9/30/2020,Garfield,Truck,0,0,0,987,987,0
9/30/2020,Garfield,Passenger,0,1,1,1350,1351,0.07
10/31/2020,Garfield,Passenger,0,1,1,1353,1354,0.07
10/31/2020,Garfield,Truck,0,0,0,990,990,0
11/30/2020,Garfield,Truck,0,0,0,996,996,0
11/30/2020,Garfield,Passenger,0,1,1,1364,1365,0.07
12/31/2020,Garfield,Passenger,0,2,2,1368,1370,0.15
12/31/2020,Garfield,Truck,0,0,0,995,995,0
1/31/2021,Garfield,Truck,0,0,0,1002,1002,0
1/31/2021,Garfield,Passenger,0,2,2,1363,1365,0.15
2/28/2021,Garfield,Passenger,0,2,2,1357,1359,0.15
2/28/2021,Garfield,Truck,0,0,0,1005,1005,0
3/31/2021,Garfield,Passenger,0,2,2,1366,1368,0.15
3/31/2021,Garfield,Truck,0,0,0,1011,1011,0
4/30/2021,Garfield,Truck,0,0,0,1006,1006,0
4/30/2021,Garfield,Passenger,0,2,2,1377,1379,0.15
5/31/2021,Garfield,Passenger,0,2,2,1371,1373,0.15
5/31/2021,Garfield,Truck,0,0,0,998,998,0
6/30/2021,Garfield,Truck,0,0,0,997,997,0
6/30/2021,Garfield,Passenger,0,3,3,1375,1378,0.22
7/31/2021,Garfield,Truck,0,0,0,1003,1003,0
7/31/2021,Garfield,Passenger,0,3,3,1375,1378,0.22
8/31/2021,Garfield,Passenger,0,3,3,1370,1373,0.22
8/31/2021,Garfield,Truck,0,0,0,1002,1002,0
9/30/2021,Garfield,Passenger,0,3,3,1367,1370,0.22
9/30/2021,Garfield,Truck,0,0,0,997,997,0
10/31/2021,Garfield,Passenger,0,3,3,1356,1359,0.22
10/31/2021,Garfield,Truck,0,0,0,998,998,0
11/30/2021,Garfield,Passenger,0,3,3,1351,1354,0.22
11/30/2021,Garfield,Truck,0,0,0,994,994,0
12/31/2021,Garfield,Passenger,0,3,3,1351,1354,0.22
12/31/2021,Garfield,Truck,0,0,0,1000,1000,0
1/31/2022,Garfield,Passenger,0,3,3,1357,1360,0.22
1/31/2022,Garfield,Truck,0,0,0,994,994,0
2/28/2022,Garfield,Truck,0,0,0,997,997,0
2/28/2022,Garfield,Passenger,0,3,3,1354,1357,0.22
3/31/2022,Garfield,Passenger,0,3,3,1333,1336,0.22
3/31/2022,Garfield,Truck,0,0,0,998,998,0
4/30/2022,Garfield,Truck,0,0,0,989,989,0
4/30/2022,Garfield,Passenger,0,3,3,1333,1336,0.22
5/31/2022,Garfield,Passenger,0,3,3,1330,1333,0.23
5/31/2022,Garfield,Truck,0,0,0,980,980,0
6/30/2022,Garfield,Truck,0,0,0,983,983,0
6/30/2022,Garfield,Passenger,0,3,3,1322,1325,0.23
7/31/2022,Garfield,Truck,0,0,0,975,975,0
7/31/2022,Garfield,Passenger,1,3,4,1326,1330,0.3
8/31/2022,Garfield,Passenger,1,3,4,1322,1326,0.3
8/31/2022,Garfield,Truck,0,0,0,977,977,0
9/30/2022,Garfield,Passenger,1,3,4,1324,1328,0.3
9/30/2022,Garfield,Truck,0,0,0,971,971,0
10/31/2022,Garfield,Truck,0,0,0,978,978,0
